nro_identificacion;bgi_30;acierta_plus;score_trview;edad_cliente;INGRESOS;cupo_max_TDC;tiene_telcos;tiene_real;tiene_coop;ant_max;ant_real;ant_telcos;meses_ultima_apr_tdc;meses_ultima_apr_cab;num_tdc;util_tdc_rot;cant_mora_30;cant_mora_60;telcos;ciudad_exp;entidad_cupo_max;nro_ahor_mer;nro_corr_mer;nro_cons_2m_tdc_mer;nro_cons_2m_cab_mer;sector_real
154;0;853;160;46;17100000;9300000;1;1;1;9.17;1.00;9.92;81,6;NULL;4;0,56611911;0;0;2;PAMPLONA;BCO POPULAR TARJ DE CREDIT;0.00;0.00;1;0;1
155;1;743;50;41;6442000;11700000;1;1;0;3.83;1.42;3.50;21,66666667;22,7;3;0,732013468;0;0;6;BOGOTA D.C.;BCO DAVIVIENDA;1.00;4.00;1;2;1
156;0;842;166;45;11519000;12000000;1;1;0;10.00;0.58;14.75;NULL;NULL;4;0,754236531;0;0;3;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;1;1
157;0;757;113;34;3320000;3600000;1;1;1;2.08;5.33;8.17;45,06666667;NULL;1;0,848097751;0;0;3;MEDELLIN;BANCOLOMBIA MASTERCARD;0.00;6.00;0;0;12
158;0;705;48;32;2095000;0;1;1;0;-1.00;2.67;3.42;NULL;NULL;0;0;0;0;1;BOGOTA D.C.;;0.00;0.00;0;1;1
159;0;852;105;52;2086000;1617000;1;1;0;13.00;0.25;1.42;138,4;NULL;2;0,078309509;0;0;1;CALI;TUYA S.A.;0.00;0.00;0;0;1
160;1;786;74;58;2037000;3850000;0;1;0;3.92;0.75;-1.00;19,7;NULL;1;0,491764706;0;0;0;CALI;TUYA S.A.;0.00;4.00;1;0;1
161;0;718;130;40;1797000;3500000;1;1;0;0.75;3.00;5.92;26,76666667;NULL;1;0,701513853;0;0;1;BOGOTA D.C.;CREDIVALORES CREDIUNO;0.00;0.00;0;0;2
162;0;776;66;39;2434000;1201000;1;0;0;2.83;-1.00;1.33;36,9;20,73333333;3;0,000523013;0;0;1;BOGOTA D.C.;TUYA S.A.;0.00;6.00;0;1;0
163;0;784;157;46;8115000;10400000;0;0;0;3.08;-1.00;-1.00;57,23333333;22,7;2;0,149087156;0;0;0;BOGOTA D.C.;BCO DAVIVIENDA;3.00;2.00;0;0;0
164;0;823;159;46;28545000;33600000;1;1;0;17.17;2.75;8.67;112;NULL;3;0,265168937;0;0;3;BOGOTA D.C.;B. FALLABELLA;0.00;0.00;0;0;1
165;0;820;140;55;11643000;6200000;1;1;0;7.83;11.75;3.08;19,7;18,7;3;0,223997242;0;0;2;SAN GIL;BANCO CAJA SOC;6.00;0.00;1;1;2
166;0;744;87;31;2567000;1500000;0;1;0;4.17;4.67;-1.00;47,03333333;18,7;1;1;0;0;0;BUCARAMANGA;BANCOLOMBIA MASTERCARD;0.00;4.00;0;2;1
167;1;661;19;40;1921000;0;1;1;0;0.08;4.33;0.83;NULL;NULL;0;0;0;0;1;TUMACO;;0.00;4.00;0;1;2
168;0;743;46;37;1739000;0;1;1;0;0.08;1.83;0.17;NULL;NULL;0;0;0;0;1;CUCUTA;;0.00;4.00;0;1;1
169;1;448;19;22;1780000;0;1;1;0;-1.00;1.08;1.92;NULL;NULL;0;0;0;0;3;FLORENCIA;;0.00;2.00;0;0;3
170;0;823;166;48;3544000;7700000;1;0;0;6.83;-1.00;1.50;18,7;NULL;4;0,033980016;0;0;2;TELLO;BCO COLPATRIA;0.00;2.00;0;0;0
171;1;1;1;45;1209000;0;0;1;0;-1.00;11.00;-1.00;NULL;NULL;0;0;0;0;0;MARIA LA BAJA;;0.00;0.00;0;0;1
172;0;654;87;42;2782000;7000000;1;1;0;1.42;0.25;0.25;32,9;32,9;2;0,21530941;0;0;1;NILO;BBVA COLOMBIA;0.00;2.00;0;0;1
173;0;837;156;42;2972000;0;1;0;0;12.67;-1.00;1.75;NULL;20,73333333;0;0;0;0;1;BOGOTA D.C.;;0.00;0.00;0;2;0
174;0;800;115;31;1830000;2400000;0;0;0;3.00;-1.00;-1.00;49,06666667;24,73333333;1;0,134110787;0;0;0;CARTAGO;BANCO SERFINANZA S.A;0.00;0.00;1;0;0
175;1;778;145;55;2807000;1500000;1;0;0;0.75;-1.00;12.00;19,7;18,7;3;0,198655462;0;0;5;ITUANGO;BCO DE BOGOTA;0.00;4.00;0;2;0
176;0;459;125;49;1267000;0;1;1;0;-1.00;3.42;1.67;NULL;NULL;0;0;0;0;1;SOLEDAD;;0.00;2.00;0;0;2
177;1;440;14;55;1291000;2400000;1;1;0;0.17;1.25;2.25;17,66666667;NULL;1;0,803152634;0;0;1;BARRANQUILLA;BANCOLOMBIA MASTERCARD;0.00;2.00;3;2;1
178;1;396;53;34;1490000;585000;0;1;0;13.58;1.42;-1.00;176,9666667;NULL;1;0;0;0;0;ITAGUI;TUYA S.A.;0.00;2.00;0;1;2
179;0;626;129;38;1391000;0;1;1;0;-1.00;1.17;1.17;NULL;NULL;0;0;0;0;1;BOGOTA D.C.;;0.00;4.00;0;0;2
180;0;776;98;52;3320000;4690000;1;1;0;7.08;2.00;0.67;39,96666667;67,4;5;0,611995237;0;0;1;CARTAGO;BANCO SERFINANSA S.A;0.00;0.00;0;2;3
181;1;216;32;39;2086000;1500000;1;1;0;1.50;2.50;2.08;30,86666667;31,86666667;1;1;4;4;1;BOGOTA D.C.;BCO DE BOGOTA;0.00;0.00;1;0;2
182;0;764;137;30;1788000;3300000;0;0;0;5.00;-1.00;-1.00;22,7;NULL;3;0,148590209;0;0;0;BOGOTA D.C.;BCO COLPATRIA;0.00;0.00;0;0;0
183;0;772;48;26;1324000;1000000;0;1;0;2.50;1.75;-1.00;22,7;NULL;2;0;0;0;0;BOGOTA D.C.;BCO DE BOGOTA;0.00;2.00;0;4;1
184;1;456;16;40;1747000;0;0;1;0;-1.00;6.67;-1.00;NULL;NULL;0;0;0;0;0;CIENAGA;;0.00;4.00;0;1;3
185;0;721;12;38;3743000;0;0;1;0;5.58;0.67;-1.00;NULL;14,6;0;0;0;0;0;PUENTE NACIONAL;;0.00;2.00;1;1;1
186;0;714;26;34;1515000;700000;1;1;0;0.33;0.67;2.42;23,73333333;NULL;1;0,614835949;0;0;1;BOGOTA D.C.;BCO COLPATRIA;0.00;0.00;0;2;4
187;1;698;55;42;5598000;600000;1;1;0;5.00;1.50;2.17;72,43333333;14,6;1;0;0;0;2;IPIALES;TUYA S.A.;5.00;0.00;1;1;1
188;1;660;113;45;6401000;0;1;1;0;4.58;3.33;4.83;NULL;69,43333333;0;0;0;0;3;BOGOTA D.C.;;3.00;0.00;0;0;2
189;0;755;140;35;3660000;10000000;0;1;0;3.58;0.33;-1.00;52,13333333;NULL;2;0,230564666;0;0;0;CARTAGO;TUYA S.A.;0.00;4.00;0;0;4
190;1;703;35;36;2542000;5400000;1;0;0;2.75;-1.00;1.50;53,16666667;NULL;1;0,969519231;1;0;2;BUENAVENTURA;BANCO SERFINANSA S.A;0.00;4.00;0;2;0
191;1;599;79;38;1863000;2000000;1;1;0;6.75;0.75;1.25;94,7;NULL;1;0,826586707;0;0;2;SAHAGUN;CREDIFACIL COLPATRIA;0.00;0.00;0;0;1
192;1;708;133;40;3883000;5830000;1;1;1;3.92;7.75;6.75;25,76666667;20,73333333;3;0,629119318;0;0;2;VALLEDUPAR;BCO COLPATRIA;0.00;8.00;0;2;2
193;0;788;142;35;1896000;0;1;1;0;4.08;0.25;3.25;NULL;NULL;0;0;0;0;1;BOGOTA D.C.;;0.00;2.00;0;0;1
194;0;831;154;37;3867000;6450000;1;1;0;9.42;9.67;5.08;106,9;22,7;4;0,263550296;0;0;2;MANIZALES;B. FALLABELLA;0.00;4.00;0;0;1
195;1;679;158;62;8670000;6200000;1;0;0;6.75;-1.00;14.75;27,8;NULL;3;0,604518054;1;0;4;SAN VICENTE DE;B. FALLABELLA;1.00;0.00;0;0;0
196;0;818;169;43;3014000;1002000;1;0;0;4.58;-1.00;1.00;75,46666667;NULL;1;0,047856431;0;0;1;BUCARAMANGA;COLPATRIA PRIV ADA CARREFOUR;0.00;0.00;0;0;0
197;0;663;59;48;2277000;0;1;0;0;1.00;-1.00;1.42;NULL;29,83333333;0;0;0;0;1;ENGATIVA;;0.00;0.00;2;3;0
198;0;721;28;30;5333000;9900000;1;0;0;2.33;-1.00;0.17;42;16,66666667;2;0,222012447;0;0;1;SAN GIL;BCO DAVIVIENDA;3.00;0.00;0;0;0
199;0;766;114;27;1697000;2000000;0;0;0;0.25;-1.00;-1.00;16,66666667;NULL;1;0;0;0;0;BUCARAMANGA;BANCO SERFINANZA S.A;0.00;2.00;0;1;0
200;0;817;109;35;3072000;4500000;1;0;0;5.00;-1.00;8.33;74,46666667;16,66666667;1;0,264222222;0;0;2;BUCARAMANGA;BBVA COLOMBIA;0.00;4.00;1;2;0
201;0;645;106;51;1440000;0;1;0;0;-1.00;-1.00;0.83;NULL;NULL;0;0,879;0;0;1;EL CARMEN DE BO;;0.00;4.00;0;0;0
202;0;755;126;40;2219000;0;1;0;0;1.00;-1.00;0.75;NULL;25,76666667;0;0;0;0;2;SAN CARLOS;;0.00;4.00;0;2;0
203;0;715;95;45;1581000;1000000;1;0;0;0.25;-1.00;1.33;16,66666667;NULL;1;0,911088911;0;0;1;CANDELARIA;BANCO SERFINANZA S.A;0.00;2.00;1;0;0
204;0;773;44;40;1581000;1500000;0;0;1;0.42;-1.00;-1.00;NULL;NULL;1;0,003331113;0;0;0;FRESNO;BCO DAVIVIENDA;0.00;2.00;0;1;0
205;1;659;28;36;3204000;600000;1;0;0;1.33;-1.00;2.58;29,83333333;NULL;1;0,996672213;0;0;2;MELGAR;TUYA S.A.;0.00;2.00;0;0;0
206;1;659;82;36;5515000;9524000;1;1;0;11.25;9.67;4.17;39,96666667;NULL;3;0,637221927;0;0;2;BARRANQUILLA;TUYA S.A.;2.00;0.00;0;0;1
207;0;839;128;33;2327000;3800000;0;0;0;0.75;-1.00;-1.00;28,83333333;NULL;1;0;0;0;0;PALMIRA;BBVA COLOMBIA;0.00;4.00;0;0;0
208;0;663;135;45;2815000;0;0;1;0;3.92;0.25;-1.00;NULL;63,3;0;0;0;0;0;PAILITAS;;0.00;0.00;0;2;1
209;0;770;126;40;5167000;12600000;1;1;0;3.67;0.42;4.75;NULL;NULL;2;0,739220831;0;0;2;GAMARRA;BCO DAVIVIENDA;0.00;0.00;0;0;1
210;0;828;133;61;2799000;1200000;0;0;0;10.75;-1.00;-1.00;98,8;23,73333333;2;1,2;0;0;0;ESPINAL;BANCOLOMBIA AME. EXP.;0.00;2.00;0;0;0
211;1;768;78;34;2716000;5000000;1;0;0;2.17;-1.00;5.08;36,9;22,7;2;0,695521748;0;0;2;IBAGUE;BCO DAVIVIENDA;0.00;0.00;0;4;0
212;1;683;85;33;2037000;1730000;1;1;0;7.92;1.42;5.17;92,73333333;22,7;2;0,432530518;0;0;2;COELLO;BCO DAVIVIENDA;0.00;0.00;0;2;1
213;1;691;106;32;5573000;8830000;1;1;0;4.33;0.92;7.75;59,23333333;30,86666667;3;0,131384577;0;0;4;MELGAR;BCO DAVIVIENDA;1.00;0.00;0;0;2
214;1;791;140;53;2393000;3900000;1;1;0;2.67;1.25;2.08;28,83333333;NULL;2;0,130838452;0;0;2;MEDELLIN;BCO DAVIVIENDA;0.00;2.00;0;0;3
215;0;760;60;44;1589000;1500000;1;0;0;2.92;-1.00;3.17;22,7;NULL;3;0,068839635;0;0;2;GRANADA;TUYA S.A.;0.00;2.00;0;1;0
216;0;842;82;46;2550000;480000;0;0;0;2.33;-1.00;-1.00;48,06666667;22,7;1;0;0;0;0;LEBRIJA;TUYA S.A.;0.00;2.00;0;3;0
217;0;743;85;51;1548000;682000;1;1;1;9.42;0.92;12.92;134,3;NULL;1;0,866764275;0;0;4;LOS PATIOS;TUYA S.A.;0.00;6.00;0;2;1
218;0;719;44;39;1962000;400000;1;1;0;4.17;0.75;2.25;70,36666667;37,93333333;1;0;0;0;3;CUCUTA;TUYA S.A.;0.00;2.00;0;0;4
219;0;713;130;38;2335000;0;0;0;0;0.17;-1.00;-1.00;NULL;21,66666667;0;0;0;0;0;COCORNA;;0.00;10.00;0;1;0
220;0;739;160;55;24296000;15000000;0;0;0;15.58;-1.00;-1.00;37,93333333;34,86666667;10;0,780228234;0;0;0;SAN CARLOS;BCO DAVIVIENDA;2.00;2.00;0;0;0
221;1;847;140;59;16893000;16310000;1;0;1;10.92;-1.00;2.17;28,83333333;25,76666667;8;0,83692106;0;0;1;PENOL;TUYA S.A.;5.00;2.00;0;0;0
222;0;829;126;47;2343000;6812000;0;0;0;0.67;-1.00;-1.00;27,8;21,66666667;1;0;0;0;0;CISNEROS;TUYA S.A.;0.00;4.00;0;1;0
223;0;705;140;35;3105000;8800000;1;0;0;4.42;-1.00;7.33;37,93333333;NULL;2;0,408759124;0;0;1;ITAGUI;BCO DAVIVIENDA;0.00;4.00;0;1;0
224;0;795;86;38;2376000;0;0;0;0;0.25;-1.00;-1.00;NULL;NULL;0;0;0;0;0;PIEDECUESTA;;0.00;0.00;0;0;0
225;0;822;147;60;7842000;9799000;0;1;0;13.42;2.33;-1.00;16,66666667;NULL;4;0,175963551;0;0;0;OCA/A;BCO COLPATRIA;0.00;2.00;1;0;2
226;0;771;111;42;2384000;2000000;1;1;0;6.67;1.50;6.08;17,66666667;NULL;1;0,734133333;0;0;1;CAMPOALEGRE;BANCO SERFINANZA S.A;0.00;0.00;0;0;2
227;0;788;66;38;2111000;3870000;1;1;0;2.33;1.50;2.75;42;NULL;1;0,113407388;0;0;2;NEIVA;BANCO SERFINANZA S.A;0.00;2.00;1;2;3
228;0;760;24;36;1465000;1700000;0;0;0;4.17;-1.00;-1.00;63,3;NULL;2;0,361472548;0;0;0;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;1;0
229;0;796;136;42;1912000;0;1;0;0;-1.00;-1.00;6.83;NULL;NULL;0;0;0;0;1;BOGOTA D.C.;;0.00;0.00;0;0;0
230;0;798;147;44;2948000;5922000;1;1;0;9.83;0.42;2.17;21,66666667;56,2;3;0,211195181;0;0;1;BOGOTA D.C.;BCO COLPATRIA;0.00;0.00;1;0;1
231;1;410;95;42;2890000;2700000;1;1;0;21.08;4.92;12.50;128,2666667;NULL;2;1;0;0;2;BOGOTA D.C.;BANCOLOMBIA AME. EXP.;0.00;2.00;0;2;1
232;0;814;146;46;1217000;1636000;0;1;0;5.92;1.08;-1.00;73,43333333;NULL;4;0,161897729;0;0;0;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;0.00;0;1;1
233;0;856;154;68;2550000;3200000;1;0;0;17.17;-1.00;0.50;58,2;NULL;2;0,146979972;0;0;1;BOGOTA D.C.;BANCOLOMBIA VISA;0.00;6.00;0;1;0
234;0;779;137;46;7105000;3451000;0;1;0;11.08;1.92;-1.00;44,03333333;30,86666667;3;0,550820213;0;0;0;BOGOTA D.C.;TUYA S.A.;0.00;0.00;0;0;2
235;0;782;133;46;3312000;8430000;0;1;0;7.25;0.33;-1.00;107,9333333;NULL;1;1;0;0;0;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;2.00;0;0;1
236;0;783;95;48;2219000;3000000;1;1;0;7.92;1.08;13.75;62,3;NULL;2;0,29868519;0;0;5;BOGOTA D.C.;BCO AGRARIO;0.00;6.00;0;3;2
237;0;798;163;48;3859000;5880000;1;0;0;11.08;-1.00;4.25;154,6333333;26,76666667;1;0,407583744;0;0;1;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;2.00;0;1;0
238;0;722;97;35;1846000;1200000;1;0;0;0.25;-1.00;2.50;14,6;NULL;1;0,305578684;0;0;2;HATONUEVO;BCO COLPATRIA;0.00;0.00;1;1;0
239;0;773;154;41;3064000;5700000;1;1;0;13.17;15.17;11.50;17,66666667;NULL;5;0,273692858;0;0;3;SALAMINA;TUYA S.A.;0.00;0.00;1;0;1
240;0;778;60;39;3188000;6250000;0;0;1;1.50;-1.00;-1.00;27,8;NULL;3;0,277430314;0;0;0;TIBASOSA;CONFIAR CO;0.00;2.00;0;1;0
241;1;636;35;45;2070000;0;0;1;0;-1.00;2.42;-1.00;NULL;NULL;0;0;0;0;0;GUAYATA;;0.00;0.00;0;0;4
242;1;649;83;57;1929000;0;0;1;0;0.17;0.58;-1.00;NULL;17,66666667;0;0;0;0;0;GUATEQUE;;0.00;0.00;0;1;4
243;0;709;42;34;2062000;2600000;1;1;0;6.33;0.17;2.67;15,63333333;NULL;3;0,517381923;0;0;1;IBAGUE;B. FALLABELLA;0.00;2.00;1;0;1
244;0;758;156;56;3055000;2700000;1;1;0;10.33;1.67;12.75;18,7;NULL;3;0,12546847;0;0;2;COPER;BCO COLPATRIA;0.00;4.00;0;0;2
245;0;766;113;39;1656000;1000000;0;0;0;0.92;-1.00;-1.00;24,73333333;NULL;1;0,813186813;0;0;0;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;2.00;0;0;0
246;0;717;44;34;9539000;2418000;0;1;0;4.67;0.75;-1.00;34,86666667;28,83333333;3;0,15942304;0;0;0;PEREIRA;BCO AVVILLAS MASTER CARD;4.00;6.00;0;1;1
247;0;816;116;41;2774000;5700000;0;1;0;4.17;2.33;-1.00;36,9;16,66666667;3;0,312449266;0;0;0;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;0;2
248;0;682;28;42;2277000;0;0;0;0;0.25;-1.00;-1.00;NULL;NULL;0;0;0;0;0;FUNDACION;;0.00;2.00;0;2;0
249;0;704;119;55;3577000;5931000;0;0;0;2.33;-1.00;-1.00;18,7;NULL;5;0,203855673;0;0;0;PEREIRA;TUYA S.A.;0.00;2.00;0;1;0
250;1;643;82;60;3676000;5080000;1;1;0;13.67;6.75;1.75;77,53333333;NULL;4;0,489318261;1;0;1;BOGOTA D.C.;TUYA S.A.;0.00;2.00;0;3;2
251;0;783;166;64;2890000;5000000;1;1;0;4.83;1.58;6.33;18,7;NULL;2;0;0;0;3;BOGOTA D.C.;TUYA S.A.;0.00;0.00;1;0;1
252;0;835;89;51;4248000;2500000;1;0;0;5.33;-1.00;1.00;17,66666667;21,66666667;2;0;0;0;1;SAMANA;BANCO CAJA SOC;0.00;2.00;0;4;0
253;0;628;38;46;4687000;10000000;1;1;0;4.92;1.58;0.17;43,03333333;38,93333333;2;0,107574668;1;2;1;SIBUNDOY;TUYA S.A.;0.00;6.00;1;2;3
254;0;792;162;52;6152000;11050000;1;1;0;8.08;0.08;8.92;36,9;NULL;6;0,397483582;0;0;2;SAN ANDRES;BANCOLOMBIA AME. EXP.;0.00;4.00;0;1;1
255;0;838;160;60;18963000;25000000;1;0;0;22.25;-1.00;4.75;24,73333333;17,66666667;14;0,452658543;0;0;5;IBAGUE;BBVA COLOMBIA;6.00;2.00;0;0;0
256;0;774;53;60;4413000;3550000;0;1;0;4.25;2.08;-1.00;30,86666667;27,8;5;0,875894246;0;0;0;BOGOTA D.C.;B. FALLABELLA;0.00;0.00;0;0;1
257;0;814;147;31;3047000;9500000;0;0;0;8.67;-1.00;-1.00;17,66666667;45,06666667;6;0,064194361;0;0;0;CALI;TUYA S.A.;1.00;8.00;0;0;0
258;1;756;28;54;1275000;300000;1;1;0;0.33;1.00;2.92;15,63333333;NULL;1;0,102990033;0;0;1;ROLDANILLO;BANCO SERFINANZA S.A;0.00;0.00;0;0;1
259;0;637;12;47;1556000;846000;0;0;0;5.67;-1.00;-1.00;86,63333333;NULL;1;1;0;0;0;DUITAMA;CREDIVALORES CREDIUNO;0.00;0.00;0;1;0
260;1;722;160;41;14020000;17200000;1;1;0;9.92;4.33;6.08;57,23333333;17,66666667;2;0,440290034;0;0;4;BARRANQUILLA;BCO DAVIVIENDA;0.00;0.00;0;3;1
261;0;563;18;54;1962000;0;0;1;0;-1.00;0.17;-1.00;NULL;NULL;0;0;12;2;0;SAN ROQUE;;0.00;2.00;0;0;1
262;0;789;130;59;3014000;3870000;1;0;0;3.08;-1.00;1.42;18,7;NULL;3;0,557797347;0;0;1;ARGELIA;TUYA S.A.;0.00;0.00;1;1;0
263;0;783;163;61;1407000;950000;1;1;0;1.17;2.25;8.33;29,83333333;NULL;1;0;0;0;2;URRAO;TUYA S.A.;0.00;2.00;0;1;2
264;0;827;166;61;3420000;2680000;1;1;0;9.58;0.33;4.33;35,9;NULL;3;0,085595609;0;0;1;SAN CARLOS;BCO COLPATRIA;0.00;2.00;0;0;1
265;0;762;106;61;1432000;1903000;0;0;0;0.17;-1.00;-1.00;17,66666667;NULL;1;0,080357143;0;0;0;GRANADA;TUYA S.A.;0.00;2.00;1;1;0
266;0;830;100;54;2211000;300000;0;1;0;3.17;3.83;-1.00;38,93333333;NULL;2;0;0;0;0;ZAPATOCA;BANCO SERFINANZA S.A;0.00;0.00;1;0;2
267;0;674;123;51;5167000;3700000;1;1;0;1.75;0.50;1.50;25,76666667;25,76666667;2;0,386759582;4;0;1;FALAN;BCO POPULAR TARJ DE CREDIT;0.00;4.00;0;0;1
268;1;297;17;41;8860000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;ITAGUI;;1.00;0.00;0;0;0
269;0;856;160;53;6293000;12100000;0;0;0;11.92;-1.00;-1.00;164,8;NULL;1;0,269729774;0;0;0;ENVIGADO;ITAU CORPBANCA TC;0.00;2.00;0;0;0
270;0;707;103;37;1565000;300000;1;0;0;0.33;-1.00;0.67;19,7;NULL;1;0;0;0;3;VILLAVICENCIO;BANCO SERFINANZA S.A;0.00;0.00;0;0;0
271;0;769;87;54;4231000;14000000;1;1;0;2.58;0.08;3.33;18,7;47,03333333;4;0,539608137;0;0;4;FLORENCIA;TUYA S.A.;0.00;2.00;1;2;1
272;0;799;131;42;1838000;0;1;0;0;0.25;-1.00;6.08;NULL;14,6;0;0;0;0;1;IBAGUE;;0.00;2.00;0;1;0
273;0;769;88;43;1175000;0;0;1;0;-1.00;0.17;-1.00;NULL;NULL;0;0;0;0;0;CHAPARRAL;;0.00;0.00;0;0;1
274;1;756;145;52;4132000;8800000;1;1;0;19.75;0.33;12.08;21,66666667;22,7;3;0,288488868;0;0;2;BOGOTA D.C.;B. FALLABELLA;0.00;4.00;0;0;1
275;1;750;37;55;2707000;1200000;1;1;0;0.92;2.00;3.33;28,83333333;NULL;2;0,708819412;0;0;1;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;0;4
276;0;843;134;54;1581000;2081000;0;0;0;2.25;-1.00;-1.00;23,73333333;NULL;2;0,521083496;0;0;0;BOGOTA D.C.;CREDENCIAL;0.00;2.00;0;2;0
277;0;824;140;44;6947000;20400000;1;1;0;8.33;9.50;3.67;22,7;27,8;5;0,405393015;0;0;1;CALI;BCO COLPATRIA;0.00;4.00;0;1;3
278;0;683;26;46;1242000;1400000;0;0;0;1.17;-1.00;-1.00;30,86666667;NULL;2;0,243556023;2;0;0;BUENAVENTURA;CREDIVALORES CREDIUNO;0.00;0.00;0;0;0
279;1;812;166;53;2078000;0;1;0;0;-1.00;-1.00;4.33;NULL;NULL;0;0;0;0;2;BOGOTA D.C.;;0.00;2.00;0;0;0
280;0;885;167;55;5382000;6517000;1;1;0;6.92;30.17;13.67;103,9;NULL;3;0,091125954;0;0;2;BOGOTA D.C.;BCO AV VILLAS VISA;2.00;4.00;0;0;3
281;0;720;87;56;3685000;3000000;1;1;0;0.42;0.42;13.83;21,66666667;NULL;4;0,771581467;0;0;2;BOGOTA D.C.;BCO COLPATRIA;0.00;4.00;1;2;2
282;1;861;140;58;3867000;7560000;0;0;0;1.00;-1.00;-1.00;30,86666667;NULL;3;0,056414263;0;0;0;BOGOTA D.C.;TUYA S.A.;0.00;0.00;0;0;0
283;0;769;94;49;1382000;3400000;1;0;0;-1.00;-1.00;0.50;NULL;NULL;1;0,044104675;0;0;1;IBAGUE;TUYA S.A.;0.00;0.00;1;1;0
284;1;667;28;34;2865000;5400000;1;1;1;0.75;1.17;3.33;23,73333333;NULL;2;1;0;0;2;ENVIGADO;B. FALLABELLA;0.00;4.00;0;1;3
285;0;516;13;34;1780000;0;0;1;0;-1.00;0.25;-1.00;NULL;NULL;0;0;0;0;0;GIRARDOTA;;0.00;0.00;0;0;2
286;1;669;17;33;1184000;1200000;0;0;0;1.67;-1.00;-1.00;22,7;NULL;2;0,199200533;1;2;0;CANALETE;BCO COLPATRIA;0.00;4.00;0;1;0
287;0;757;42;35;2658000;0;0;1;0;0.33;0.75;-1.00;NULL;23,73333333;0;0;0;0;0;TIMBIQUI;;0.00;4.00;0;2;1
288;0;724;14;29;3262000;2000000;1;0;0;2.17;-1.00;3.33;25,76666667;21,66666667;1;1;0;0;2;MOTAVITA;BANCOLOMBIA MASTERCARD;3.00;4.00;0;0;0
289;0;609;38;24;1747000;0;1;1;0;0.33;1.00;2.42;NULL;23,73333333;0;0;0;0;1;TINJACA;;0.00;2.00;0;0;1
290;0;820;156;58;2078000;2160000;0;0;0;7.42;-1.00;-1.00;109,9666667;21,66666667;1;0,685330865;0;0;0;CHINCHINA;B. FALLABELLA;0.00;2.00;0;2;0
291;0;634;28;33;1763000;0;1;0;0;0.25;-1.00;0.33;NULL;NULL;0;0;0;0;1;BOGOTA DC;;0.00;0.00;0;1;0
292;1;580;72;53;2260000;3500000;1;1;0;10.50;2.33;13.92;20,73333333;NULL;2;0,144052949;0;0;2;SUBA;B. FALLABELLA;0.00;0.00;0;0;1
293;0;789;142;37;7718000;9000000;1;1;0;1.42;1.75;4.58;25,76666667;19,7;1;0,782357516;0;0;2;PASCA;B. FALLABELLA;2.00;2.00;1;2;1
294;0;824;154;80;3718000;0;1;0;0;0.25;-1.00;6.00;NULL;18,7;0;0;0;0;2;BOGOTA D.C.;;0.00;4.00;0;0;0
295;0;786;146;43;1614000;0;1;1;0;-1.00;7.75;4.17;NULL;NULL;0;0;0;0;1;TUMACO;;0.00;0.00;0;0;1
296;0;786;166;55;3254000;3090000;1;1;0;5.50;1.50;6.92;61,26666667;NULL;2;0,064326411;0;0;2;CAUCASIA;B. FALLABELLA;0.00;2.00;0;1;6
297;0;762;96;46;1465000;0;0;0;0;0.25;-1.00;-1.00;NULL;NULL;0;0;0;0;0;EL DOVIO;;0.00;2.00;0;0;0
298;1;538;53;48;1863000;0;1;0;0;0.25;-1.00;5.58;NULL;18,7;0;0;0;0;1;CUCUTA;;0.00;2.00;0;1;0
299;0;711;100;55;1730000;1149000;0;1;0;13.83;0.42;-1.00;188,1;NULL;1;1;0;0;0;MEDELLIN;BANCO DE OCCIDENTE S.A.;0.00;2.00;0;0;2
300;1;675;67;44;2244000;0;1;0;0;-1.00;-1.00;3.67;NULL;NULL;0;0;0;0;3;MEDELLIN;;0.00;4.00;0;0;0
301;1;881;153;62;3411000;8630000;1;1;0;6.00;7.58;3.42;92,73333333;NULL;2;0,190487226;0;0;1;BUCARAMANGA;SERFINANSA S.A SAO;0.00;4.00;0;0;1
302;0;776;169;49;2906000;6020000;1;1;0;5.75;1.58;6.67;89,7;NULL;1;0,567679787;0;0;2;LANDAZURI;CREDIFACIL COLPATRIA;0.00;0.00;0;0;2
303;0;474;28;43;3171000;2900000;0;1;0;5.58;3.50;-1.00;24,73333333;NULL;5;0,963987189;0;0;0;BUCARAMANGA;BANCOLOMBIA AME. EXP.;0.00;2.00;0;0;1
304;0;827;126;39;6459000;3600000;1;0;1;6.75;-1.00;0.67;51,1;NULL;1;0;0;0;1;CONCORDIA;BBVA COLOMBIA;0.00;4.00;0;0;0
305;1;768;57;38;2575000;3100000;1;1;0;8.67;0.25;3.00;24,73333333;20,73333333;2;0,188057282;0;0;1;SONSON;B. FALLABELLA;0.00;4.00;2;1;1
